"id","logos","section","paragraph","text","source","page_start","page_end","sequence","token_count","text_hash","biblical_citations","incomplete","partial"
"138","Ε΄","§58","Εἰς τὰς ἁγίας ἐντολὰς τοῦ Σωτῆρος καὶ περὶ τῶν πέντε τοῦ σώματος αἰσθήσεων","Γένοιτο δὲ ἡμᾶς καὶ ταύτην τηρεῖν καὶ τὰς λοιπὰς θείας ἐντολάς, ὥστε διαφυγεῖν μὲν τὰς ἠπειλημένας κολάσεις, καταξιωθῆναι δὲ τῆς ἐπαγγελίας τῶν μελλόντων αἰωνίων ἀγαθῶν καὶ τῶν προρρηθέντων ἁγίων τῶν φυλαξάντων τὸ κατ᾿ εἰκόνα τυχεῖν τῆς μερίδος χάριτι καὶ φιλανθρωπίᾳ τοῦ Κυρίου καὶ Θεοῦ καὶ Σωτῆρος ἡμῶν Ἰησοῦ Χριστοῦ, μεθ᾿ οὗ τῷ Πατρὶ εἴη δόξα ἅμα τῷ ἁγίῳ Πνεύματι νῦν καὶ ἀεὶ καὶ εἰς τοὺς αἰῶνας τῶν αἰώνων· ἀμήν. ΤΟΥ ΑΥΤΟΥ ΝΕΟΦΥΤΟΥ ΜΟΝΑΧΟΥ ΚΑΙ ΕΓΚΛΕΙΣΤΟΥ ς΄ ΛΟΓΟΣ ΕΙΣ ΤΑΣ ΑΓΙΑΣ ΑΥΘΙΣ ΕΝΤΟΛΑΣ ΤΟΥ ΚΥΡΙΟΥ ΗΜΩΝ ΙΗΣΟΥ ΧΡΙΣΤΟΥ Εὐλόγησον, πάτερ. 1. Κύριος δώσει ῥῆμα τοῖς εὐαγγελιζομένοις δυνάμει πολλῇ, φησὶν ὁ θεῖος Δαυΐδ. Καὶ ἐλθὼν ὁ Κύριος μετὰ παρέλευσιν γενεῶν εἰκοσιοκτὼ τῆσδε τῆς προφητείας ἔργῳ αὐτὴν ἐξεπλήρωσε καὶ ἔδωκε ῥῆμα τοῖς εὐαγγελιζομένοις ἁλιεῖς δυνάμει πολλῇ, καὶ εὐηγγελίσαντο τὸ εὐαγγέλιον τῆς αὐτοῦ βασιλείας εἰς πάντα τῆς γῆς τὰ πληρώματα. Εἴη δὲ κἀμοῦ πρὸς αὐτοῦ φωτισθῆναι τοὺς ὀφθαλμοὺς τῆς διανοίας καὶ ῥῆμα λαβεῖν με δυνάμει πολλῇ προαιρουμένῳ τὰς σωτηρίας αὐτοῦ ἐξερευνᾶν ἐντολάς, ἐπεὶ καὶ αὕτη ἐντολή ἐστι παρ᾿ αὐτοῦ, ἐρευνᾶν τὰς γραφάς· Ἐρευνᾶτε, φησί, τὰς γραφάς, ὅτι ὑμεῖς δοκεῖτε ἐν αὐταῖς ζωὴν αἰώνιον ἔχειν. Καὶ μὴν δοκοῦμεν καὶ πιστεύομεν ζωὴν αἰώνιον ἔχειν ἐκ τῶν θείων γραφῶν, δι᾿ ὧν μυούμεθα τὰ κτίσματα καὶ τὸν κτίστην αὐτῶν καὶ πᾶν εἴτι καλόν. 2. Καὶ διατί οὐκ εἶπεν ὅτι ἐξ αὐτῶν ζωὴν αἰώνιον ἔχετε, ἀλλ᾿ ὅτι ὑμεῖς δοκεῖτε ἐν αὐταῖς ζωὴν αἰώνιον ἔχειν; Οἶμαι γὰρ ὅτι ὀνειδιστικῶς τοῦτο εἶπε τότε τοῖς Ἰουδαίοις, οἳ καὶ κατεῖχον τὰς θείας γραφὰς καὶ ἀνεγίνωσκον καὶ οὐκ ἐγίνωσκον οὐδὲ ἐξερεύνουν ἃ ἀνεγίνωσκον οὐδὲ ἐπίσταντο τὰ λεγόμενα καὶ θεωροῦντες αὐτόπτως περὶ οὗ εἶπεν ὁ νόμος καὶ οἱ προφῆται πλάνον αὐτὸν ἀπεκάλουν καὶ Θεοῦ ἀλλότριον καὶ καθαιρέτην τοῦ νόμου. Οὗτος, φησίν, ὁ ἄνθρωπος οὐκ ἔστιν ἀπὸ Θεοῦ, ὅτι τὸ Σάββατον οὐ τηρεῖ, ἀλλὰ πλάνος ἐστὶ καὶ πλανᾷ τὸν λαόν· … τί αὐτοῦ ἀκούετε; 3. Καί φησι πρὸς αὐτούς· Ἐρευνᾶτε τὰς γραφάς, καὶ οὐκ εἶπεν ὅτι αὗται διδάξουσιν ὑμᾶς περὶ ἐμοῦ, ἀλλ᾿ ὅτι ὑμεῖς δοκεῖτε ἐν αὐταῖς ζωὴν αἰώνιον ἔχειν. Τί δοκεῖτε, φησίν, ἐκ τοῦ ἀναγινώσκειν καὶ μὴ γινώσκειν, μᾶλλον δὲ παραγινώσκειν καὶ νοεῖν παρ᾿ ὃ δεῖ νοεῖν, ζωὴν αἰώνιον ἔχειν ἐντεῦθεν; Ὅτι δὲ τοῦτό ἐστιν ἀληθῶς ἐδήλωσε διὰ τῶν ἑξῆς· εἰπὼν γὰρ ὅτι ὑμεῖς δοκεῖτε ἐν αὐταῖς ζωὴν αἰώνιον ἔχειν φησί· Καὶ οὐ θέλετε ἐλθεῖν πρός με, ἵνα ζωὴν αἰώνιον ἔχητε. 4. Ἡμεῖς δὲ οἱ χάριτι αὐτοῦ ἀξιωθέντες ἐλθεῖν πρὸς αὐτὸν διὰ λουτροῦ παλιγγενεσίας φέρε δή, φέρε, τὰς ἁγίας αὐτοῦ ἐρευνήσωμεν ἐντολάς, καὶ εὑροῦμεν αὐτὰς πᾶν εἴτι καλὸν προξενούσας ἡμᾶς ἐν τῷδε τῷ βίῳ καὶ αὖθις ἐκτρεπούσας εἴτι κακὸν τῷ βίῳ τούτῳ παρέπεται. Τοῦτο δέ ἐστι τὸ ἀξιοθαύμαστον, ὅτι καὶ ἐπὶ υἱοῖς υἱῶν Δαυῒδ ἐπαγγέλλεται δικαιοσύνην, δηλαδὴ τῶν μεμνημένων τῶν ἐντολῶν αὐτοῦ τοῦ ποιῆσαι αὐτάς. Ἡ δικαιοσύνη αὐτοῦ, φησίν, ἐπὶ υἱοῖς υἱῶν τοῖς φυλάσσουσι τὴν διαθήκην αὐτοῦ καὶ μεμνημένοις τῶν ἐντολῶν αὐτοῦ τοῦ ποιῆσαι αὐτάς. 5. Οὐ τοῖς ἁπλῶς μεμνημένοις τῶν ἐντολῶν ἐπαγγέλλεται δικαιοσύνην ἀλλὰ τοῖς μεμνημένοις τῶν ἐντολῶν αὐτοῦ τοῦ ποιῆσαι αὐτάς· ὅπου γὰρ συνεχὴς μνήμη ἐντολῶν, ἕπεται πάντως καὶ τὸ ποιῆσαι αὐτάς, ὅπου δὲ λήθη ἐντολῶν, καὶ τὸ ποιῆσαι πάντως ἀφίσταται· ἴσμεν γὰρ ὅτι οὐδεὶς δύναται ποιεῖν ὃ ἐπὶ μνήμης οὐκ ἔχει ποσῶς. 6. Καὶ μαρτυρεῖ μου τῷ λόγῳ ὁ","Stefanis 1996","102","103","138","517","f8dd855cdc61b7cde590cdde16fddc2893827c308f9b3c81334a6f8949f9e1f0","","False","False"
"139","ΣΤ΄","§7","Εἰς τὰς ἁγίας αὖθις ἐντολὰς τοῦ Κυρίου ἡμῶν Ἰησοῦ Χριστοῦ","Καὶ εἰ ἐκεῖνος διὰ μιᾶς παράβασιν ἐντολῆς τοσαῦτα ἐπάσχισε, τί οὐκ ἂν πάθοιμεν ἡμεῖς, οἱ τοσαύτας λαβόντες Χριστοῦ ἐντολὰς καὶ πάσας ὁμοῦ παραβαίνομεν ἀναιδῶς; Μία γὰρ καὶ μόνη ἐδόθη ἐκείνῳ ἐντολή, καὶ ἅπαξ αὐτὴν παραβέβηκεν, οὐ πολλάκις· καὶ ἴδε πόση ἐκεῖθεν κατέρρευσε καταδίκη. Ἡμεῖς δὲ πλείους θείας ἐντολὰς εἰληφότες παραβαίνομεν ἑκουσίως πάσας ὁμοῦ καὶ οὐχ ἅπαξ ὥσπερ ἐκεῖνος, ἀλλὰ μυριάκις τῆς ἡμέρας ἀναιδῶς παραβαίνομεν ταύτας.","Stefanis 1996","104","104","139","65","335b72afc98220ba85ade601ce062e8c5162a653c39210f4073b4757ea64c425","","False","False"
"140","ΣΤ΄","§8","Εἰς τὰς ἁγίας αὖθις ἐντολὰς τοῦ Κυρίου ἡμῶν Ἰησοῦ Χριστοῦ","Καὶ ἔστι θεάσασθαι ἡμᾶς συχνάκις ἀργολογοῦντας, μᾶλλον δὲ καὶ αἰσχρολογοῦντας, μωρολογοῦντας τὸν ἀδελφόν, ὑβρίζοντας, καταλαλοῦντας, κατακρίνοντας, καταρωμένους, ὀμνύοντας, ψευδομένους, ἀπειθοῦντας, ἀνθισταμένους, ἀντιλέγοντας, τὰ τῆς σαρκὸς μεριμνοῦντας, τὰ τῆς ψυχῆς ἀμελοῦντας, δουλεύοντας τῷ μαμωνᾷ, θησαυρίζοντας ἐπὶ τῆς γῆς, κενοδοξοῦντας, πλεονεκτοῦντας, γαστριμαργοῦντας, κλέπτοντας, μεθύοντας ἐκ παθῶν, μεθύοντας ἐξ οἴνου καὶ ἁπλῶς εἰπεῖν βαδιοῦντας τὴν πλατεῖαν καὶ εὐρύχωρον τῆς ἀπωλείας ὁδόν, παρανομοῦντας, μοιχεύοντας καὶ πορνεύοντας, καίπερ μηδὲ ἀτενίζειν εἰς πρόσωπον ἐμπαθῶς ἐντετάλμεθα.","Stefanis 1996","104","104","140","69","0a6ef7e60314b316dade28b2a0cf05fef7285080f5958b0e33f56bb8cb03f9e0","","False","False"
"141","ΣΤ΄","§9","Εἰς τὰς ἁγίας αὖθις ἐντολὰς τοῦ Κυρίου ἡμῶν Ἰησοῦ Χριστοῦ","Εἰκῶς γὰρ ἔλεγεν ὁ Δεσπότης ὅτι· Οὐ πᾶς ὁ λέγων μοι· Κύριε Κύριε εἰσελεύσεται εἰς τὴν βασιλείαν μου ἀλλ᾿ ὁ ποιῶν τὸ θέλημα τοῦ πατρός μου τοῦ ἐν τοῖς οὐρανοῖς, τουτέστιν ὁ φυλάσσων τὰς ἐντολάς. Διὸ καὶ ἔλεγε· Τί με λέγετε· Κύριε Κύριε καὶ οὐ ποιεῖτε ἃ λέγω; … Ὁ ἔχων τὰς ἐντολάς μου καὶ τηρῶν αὐτάς, ἐκεῖνός ἐστιν ὁ ἀγαπῶν με, καί· Ὁ μὴ ἀγαπῶν με τοὺς λόγους μου οὐ τηρεῖ, καί· Εἰ ἀγαπᾶτέ με, τὰς ἐντολὰς τὰς ἐμὰς τηρήσατε, καθὼς ἐγώ, φησί, τὰς ἐντολὰς τοῦ πατρός μου τετήρηκα καὶ μένω αὐτοῦ ἐν τῇ ἀγάπῃ. Ἀλλὰ καὶ τῷ πλουσίῳ ἐκείνῳ ζητοῦντι τί δρᾶν διὰ τὴν αἰώνιον ζωὴν τοῦτο ἔφησεν· Εἰ θέλεις ἐλθεῖν εἰς τὴν ζωήν, τήρησον τὰς ἐντολάς.","Stefanis 1996","104","104","141","119","43a7b6354dab59bc64e5f11655bf52ed52f74382e2e4d00f904f1b9a5108a7f8","","False","False"
"142","ΣΤ΄","§10","Εἰς τὰς ἁγίας αὖθις ἐντολὰς τοῦ Κυρίου ἡμῶν Ἰησοῦ Χριστοῦ","Ὁ δὲ προφήτης Δαυῒδ φοβερόν τι ἀπεφήνατο λέγων· Ἐπικατάρατοι, φησίν, οἱ ἐκκλίνοντες ἀπὸ τῶν ἐντολῶν σου. Σολομὼν δὲ ὁ τούτου υἱὸς ὁ σοφώτατος ἔφη· Ὃς φυλάσσει ἐντολήν, τηρεῖ τὴν ἑαυτοῦ ψυχήν.","Stefanis 1996","104","104","142","31","d3569d576af03840e7a4c6b867915fa070054ccacdea8cbbc155e19019758840","","False","False"
"143","ΣΤ΄","§11","Εἰς τὰς ἁγίας αὖθις ἐντολὰς τοῦ Κυρίου ἡμῶν Ἰησοῦ Χριστοῦ","Ἀλλ᾿ ἴωμεν ἤδη πρὸς τὰς θείας ἐντολὰς καὶ ἴδωμεν αὖθις τί ὁ πανάγαθος ἐντέλλεται ἡμῖν. Ἴσθι, φησίν, εὐνοῶν τῷ ἀντιδίκῳ σου ταχύ, ἕως ὅτου εἶ ἐν τῇ ὁδῷ μετ᾿ αὐτοῦ, μήποτέ σε παραδῷ <ὁ ἀντίδικος τῷ κριτῇ καὶ ὁ κριτὴς> τῷ ὑπηρέτῃ, καὶ εἰς φυλακὴν βληθήσῃ· ἀμὴν λέγω σοι ὅτι οὐ μὴ ἐξέλθῃς ἐκεῖθεν, ἕως ἂν ἀποδῷς τὸν ἔσχατον κοδράντην. Ἐπεὶ δὲ κατ᾿ εἰκόνα αὐτοῦ καὶ ὁμοίωσιν γεγενήμεθα καὶ αὐτὸς δι᾿ ὑπερβολὴν ἀγαθότητος δι᾿ ἡμᾶς ἐνηνθρώπησε, βούλεται ὡς οἷόν τε μιμεῖσθαι αὐτοῦ τὸ ἀνεξίκακον· τοῦτο γὰρ καὶ ὁ τούτου πατὴρ πάλαι διὰ τοῦ προφήτου προαπεφήνατο· Οὗτος ὁ υἱός μου ὃν ᾑρέτισα, ὁ ἀγαπητός μου, εἰς ὃν ἐπεπόθησεν ἡ ψυχή μου· θήσω τὸ πνεῦμά μου ἐπ᾿ αὐτόν, καὶ κρίσιν τοῖς ἔθνεσιν ἀπαγγελεῖ· οὐκ ἐρίσει, οὐδὲ κραυγάσει· οὐδὲ ἀκούσει τις ἐν ταῖς πλατείαις τῆς φωνῆς αὐτοῦ.","Stefanis 1996","104","105","143","134","795e95386fa5b582871887bb26ccd58a6ef21a27e406434f19b53b97d00f3f31","","False","False"
"144","ΣΤ΄","§12","Εἰς τὰς ἁγίας αὖθις ἐντολὰς τοῦ Κυρίου ἡμῶν Ἰησοῦ Χριστοῦ","Ταύτην τὴν ἀνεξικακίαν βουλόμενος ὁ πανάγαθος καὶ ἡμᾶς ἐκπαιδεῦσαι πολλὴν ὑπὲρ ταύτης παρεισάγει τὴν ἐπιμέλειαν, καὶ τοσοῦτον, ὥστε καὶ ἐχθροὺς ἀγαπᾶν καὶ εὔχεσθαι ἐπηρεαζόντων καὶ μὴ ἀντιστῆναι τῷ πονηρῷ καὶ ταπεινοῦσθαι τῷ τύπτοντι, διδόναι δὲ καὶ τὸ ἱμάτιον τῷ βουλομένῳ κριθῆναι καὶ λαβεῖν τὸν χιτῶνα.","Stefanis 1996","105","105","144","45","f677d2407927f51d2540255802b024a600bff96ab13c7c7e5f3fa15908ff8cfa","","False","False"
"145","ΣΤ΄","§13","Εἰς τὰς ἁγίας αὖθις ἐντολὰς τοῦ Κυρίου ἡμῶν Ἰησοῦ Χριστοῦ","Εἰ δέ πού τις ἐπιλάθοιτο ταῦτα, καὶ μεταξὺ αὐτοῦ καὶ ἑτέρου τινὸς συνήρπασε δίκην καὶ προύβη τοσοῦτον, ὥστε καὶ πρὸς κριτὴν πορευθῆναι, ὁ Δεσπότης κελεύει, μᾶλλον δὲ ὥσπερ μεσίτης χρηστότατος συνετὰ μεσιτεύων· Ἴσθι, φησίν, εὐνοῶν τῷ ἀντιδίκῳ σου ταχύ, ἕως ὅτου εἶ ἐν τῇ ὁδῷ μετ᾿ αὐτοῦ· κἂν μηδὲν δι᾿ ἄλλο τι, φησί, θελήσῃς τὸν θυμὸν καταπαῦσαι, ἴσθι εὐνοῶν τί μέλλεις πείσεσθαι εἰς τὸ κριτήριον εἰσελθών, μήποτέ σε παραδῷ ὁ ἀντίδικος τῷ κριτῇ, ἐπεὶ πολλάκις δικαιοῦσι τὸν ἄδικον καὶ τὸ δίκαιον τοῦ δικαίου αἴρουσιν ἀπ᾿ αὐτοῦ, καὶ ὁ κριτής σε παραδῷ τῷ ὑπηρέτῃ, καὶ εἰς φυλακὴν βληθήσῃ, καὶ οὐ μὴ ἐξέλθῃς ἐκεῖθεν, ἕως ἂν ἀποδῷς τὸν ἔσχατον κοδράντην.","Stefanis 1996","105","105","145","108","811ceb7acb2199246eaf36ea0606c315298df8ffe2d5db5ff59c6eec3418561a","","False","False"
"146","ΣΤ΄","§14","Εἰς τὰς ἁγίας αὖθις ἐντολὰς τοῦ Κυρίου ἡμῶν Ἰησοῦ Χριστοῦ","Εἶδες μεσίτην χρηστότατον, εἶδες σύμβουλον ἀγαθώτατον, πῶς εἰρηνεύει τὰ σκάνδαλα καὶ ἐξεώζει τὴν μάχην καὶ τὴν ἀγάπην εἰσάγει; Ὅσοι γὰρ πειθαρχοῦσιν αὐτῷ ἐντεῦθεν ἐγνώρισαν τὴν γαλήνην τὴν μέλλουσαν καὶ τὸν εὔδιον λιμένα τῆς αὐτοῦ βασιλείας· ἡμεῖς δὲ μὴ πειθαρχοῦντες, ἤτοι μὴ τηροῦντες τὰς παναγίους αὐτοῦ θείας ἐντολάς, ἐντεῦθεν καὶ τὴν ἐκεῖθεν ζάλην γινώσκομεν τοῖς ὀλεθρίοις καθ᾿ ἑκάστην ἁλισκόμενοι πάθεσι καὶ αὐτοκόλαστοι ὑπάρχοντες μηδὲν εἰρηνεύοντες.","Stefanis 1996","105","105","146","64","1149a5b4df9d6ef5f3c8eee1d08d4e0d0d411a0c23442902a91af4526c2d50ea","","False","False"
"147","ΣΤ΄","§15","Εἰς τὰς ἁγίας αὖθις ἐντολὰς τοῦ Κυρίου ἡμῶν Ἰησοῦ Χριστοῦ","Εἰ δέ πού τις τὸ ῥητὸν ἐκ τοῦ αἰσθητοῦ εἰς τὸ νοητὸν ἐπανάξαι θελήσειε, τὸ κωλῦον οὐδέν, ἐπεὶ καὶ ἀντίδικον τῆς ψυχῆς τὸ σῶμα καθέστηκεν, οἷα γήϊνον καὶ ὑλικὸν καὶ βρῖθον κάτω πρὸς τὴν αὐτοῦ συγγενῆ, ἡ δὲ ψυχὴ ὡς ἄϋλόν τι κτίσμα καὶ ἀθάνατον ἐφίεται ἀνίπτασθαι ἄνω, καὶ αὐτὸ πρὸς τὰ αὐτοῦ συγγενῆ. Τοῦτο καὶ ὁ θεῖος Παῦλός φησιν, ὅτι· Ἡ σὰρξ στρατεύεται κατὰ τοῦ πνεύματος, τὸ δὲ πνεῦμα κατὰ τῆς σαρκός.","Stefanis 1996","105","105","147","73","bfd168e05f4ec9e8f333689dac645905d2edbb387e1b7529688d2fcc5a27feb5","","False","False"
