"id","logos","section","paragraph","text","source","page_start","page_end","sequence","token_count","text_hash","biblical_citations","incomplete","partial"
"117","Ε΄","§37","Εἰς τὰς ἁγίας ἐντολὰς τοῦ Σωτῆρος καὶ περὶ τῶν πέντε τοῦ σώματος αἰσθήσεων","Ἐννοήσωμεν τῶν ἁγίων τὰ κατορθώματα, ἐννοήσωμεν καὶ τὰ ἡμῶν ἐλαττώματα καὶ ἴδωμεν πόσον τὸ μέσον ἡμῶν τε κἀκείνων καὶ εὑρήσομεν πολλὴν διαφορὰν μεταξὺ ἡμῶν τε καὶ αὐτῶν. Καὶ ἴδωμεν ὡς σαρκοφόρους ἀγγέλους ἐκείνους (ἡμᾶς δὲ ὀκνῶ κἂν ἀνθρώπους εἶναι εἰπεῖν) καὶ ζητήσωμεν καὶ διαπορήσωμεν πόθεν ἡ τοσαύτη γέγονε διαφορά, καίτοιγε πάντας ὁ Θεὸς θέλει σωθῆναι καὶ πάντας θεοὺς γενέσθαι καὶ υἱοὺς Ὑψίστου κληθῆναι· ἐν γὰρ τῷ εἰπεῖν· Ἐγὼ εἶπα· Θεοί ἐστε καὶ υἱοὶ Ὑψίστου πάντες δηλοῖ ὅτι πάντας καλεῖ πρὸς τὸ μέγα τοῦτο ἀξίωμα.","Stefanis 1996","98","98","117","84","d5ced715ab93f8fb77a28310ea7a07eae9746bc0f1573ee1d88deb4a24099da5","","False","False"
"118","Ε΄","§38","Εἰς τὰς ἁγίας ἐντολὰς τοῦ Σωτῆρος καὶ περὶ τῶν πέντε τοῦ σώματος αἰσθήσεων","Καὶ πῶς ἡμεῖς τοσοῦτον διεκρίθημεν τῶν ὁσίων ἐκείνων ὅσον τὰ ἄλογα κτήνη τῆς λογικῆς φύσεως; Καὶ ἐκεῖνοι μὲν ἐπλούτησαν γνώσει καὶ πράξει καὶ θεωρίᾳ καὶ θαυμάτων πηγῇ καὶ ἀγγελικῇ συναυλίᾳ καὶ κατορθώμασιν ὑπὲρ φύσιν καὶ ὀπτασίαις κρυφιομύστοις καὶ παρρησίᾳ πρὸς Θεὸν (ὡς υἱὸς πατρὶ καὶ φίλος πρὸς φίλον διάλεξις), καὶ Θεὸς ἕτοιμος πληρωτὴς τῶν θελημάτων αὐτῶν.","Stefanis 1996","98","99","118","56","5effeea25f6db7924fabf97fec6e76b3a9f7998c0216cf7bf9cb441b1d139a84","","False","False"
"119","Ε΄","§39","Εἰς τὰς ἁγίας ἐντολὰς τοῦ Σωτῆρος καὶ περὶ τῶν πέντε τοῦ σώματος αἰσθήσεων","Μὴ οὐκ εἶχε ταῦτα ὁ μέγας Ἀντώνιος καὶ ὁ κλεινὸς αὐτοῦ μύστης Ἱλαρίων ὁ μέγας καὶ ὁ θεῖος Παχώμιος καὶ ὁ μέγας Ἀρσένιος καὶ ὁ ἰσάγγελος Δανιὴλ ὁ Σκητιώτης καὶ ὁ αὐτοῦ φοιτητὴς θεῖος Ἀνδρόνικος καὶ ὁ πολὺς ἐν πατράσιν Εὐθύμιος ὁ μέγας καὶ Σάβας ὁ θεῖος καὶ πλεῖστοι τῶν αὐτῶν φοιτητῶν οὐκ ἐλάττονες τούτων καὶ ὁ παμμέγιστος Ἰωάννης τῆς Κλίμακος ὅ τε Θαυμαστοορείτης Συμεὼν καὶ ὁ τούτου συμμέτοχος καὶ συνώνυμος καὶ οἱ τούτων ὁμότροποι Δανιὴλ καὶ Ἀλύπιος καὶ ἐν ἱεράρχαις ὁ θεῖος Χρυσόστομος καὶ ὁ θεοφάντωρ Βασίλειος καὶ ὁ Θεολόγος Γρηγόριος καὶ πρὸ τούτων ὁ μέγας θαυματουργὸς Νεοκαισαρείας Γρηγόριος καὶ Ἀθανάσιος ὁ μέγας καὶ ὁ θεῖος Νικόλαος καὶ πᾶς ὁ τῶν ἁγίων κατάλογος, ἵνα μὴ πολλοὺς ἀριθμῶν μηκύνω τὸν λόγον; (εἰ δ᾿ ἴσως βαρούμεθα ἀριθμοῦντες τούτων τὰ ὀνόματα, πῶς λοιπὸν τούτων τοὺς βίους ζηλώσωμεν;)","Stefanis 1996","99","99","119","135","2cc81be2f0168a120aa10d10c8aba9b32ed5e434e8cb2e846dacbfacd2c848f0","","False","False"
"120","Ε΄","§40","Εἰς τὰς ἁγίας ἐντολὰς τοῦ Σωτῆρος καὶ περὶ τῶν πέντε τοῦ σώματος αἰσθήσεων","Πῶς οὖν ἄνθρωποι ὄντες καὶ αὐτοὶ σάρκαν τε περικείμενοι καὶ φυσικαῖς ἀνάγκαις πιεζόμενοι καὶ τῷδε τῷ βίῳ περινοστήσαντες τοσαύτης δόξης ἀπήλαυσαν; Μὴ γὰρ ἐκ προοιμίων ἅγιοι ἐγεννήθησαν καὶ ἀπηλλαγμένοι τῶν σαρκικῶν τυραννίδων; Εἰ δ᾿ ἴσως καὶ τοιοῦτοί τινες ἐγεννήθησαν, οὐδὲν πάντως πλεῖον τῶν τεσσάρων ἢ τῶν ὀκτώ. Ἀλλ᾿ οὐδ᾿ οὗτοι, οἶμαι, τελείως ἀπηλλαγμένοι τῶν φυσικῶν ἀναγκῶν· ἀγγέλων γὰρ τοῦτο καὶ μόνων, οἱ δ᾿ ἄλλοι πάντες ταῖς φυσικαῖς τῆς σαρκὸς ἀνάγκαις ὑπέκειντο.","Stefanis 1996","99","99","120","71","23dbe44d34ea871d9d4a153f6580863fed2ce573bcf43c42a1475c0693f4d8de","","False","False"
"121","Ε΄","§41","Εἰς τὰς ἁγίας ἐντολὰς τοῦ Σωτῆρος καὶ περὶ τῶν πέντε τοῦ σώματος αἰσθήσεων","Καὶ διατί τοσοῦτον ἐκείνων διέστημεν ἄνθρωποι ὄντες καὶ αὐτοὶ καὶ τῆς αὐτῶν φύσεως μέτοχοι; Εἴπωμεν πρῶτον Θεοῦ διδόντος πῶς ἐκεῖνοι τοσαύτης ἔτυχον χάριτος, κἀκεῖθεν εὑροῦμεν πῶς ἡμεῖς αὐτῆς ὑστερούμεθα· οὐ γάρ ἐστι προσωποληψία παρὰ τῷ Θεῷ, ἵνα ἐκείνους μὲν δοξάσῃ, ἡμᾶς δὲ ἀδοξήσῃ. Εἰ γὰρ ἰχνηλατοῦμεν τὴν μακαρίαν ἐκείνων ὁδόν, πάντως ἂν εἴχομεν αὐτοὺς καταλαβεῖν καὶ τοῖς ἐκείνων ἀξιωθῆναι χαρίσμασιν.","Stefanis 1996","99","99","121","60","a5f4cfd20eb00ef18bdbeb82e3cbc90f0df65823580180af162471639b7ef85f","","False","False"
"122","Ε΄","§42","Εἰς τὰς ἁγίας ἐντολὰς τοῦ Σωτῆρος καὶ περὶ τῶν πέντε τοῦ σώματος αἰσθήσεων","Ἄλλην, οὐ τὴν στενὴν καὶ τεθλιμμένην ὁδὸν αὐτῶν, ἐπορεύθημεν, τὴν πλατεῖαν δηλαδὴ καὶ εὐρύχωρον, τὰ πάθη τὰ ὀλέθρια, τῆς σαρκὸς τὰς ὀρέξεις, τὰς σωματικὰς ἀναπαύσεις, τὰ ἐνήδονα βρώματα, τὰς δόξας τὰς χαμερπεῖς, τῆς γλώσσης τὸ ἀκρατὲς καὶ τῶν πέντε αἰσθήσεων ἁπαξαπλῶς τὸ ἀκράτητον, τὴν ἀμέλειαν τῆς ἀκροάσεως τῶν γραφῶν, τὴν ἀμέλειαν τῆς ψυχῆς καὶ τῶν θείων ἐντολῶν Χριστοῦ τοῦ Θεοῦ ἡμῶν τὴν παράβασιν (τάχα ὑπεσχόμην τὰ τῶν ἁγίων πρῶτον εἰπεῖν, ὁ δὲ λόγος συνέδραμε πρῶτον εἰπεῖν τὰ ἡμέτερα.)","Stefanis 1996","99","99","122","78","046c716e3eceb8b19fef7a162ce3f42aa415c1bc50698f77280f7756045baa08","","False","False"
"123","Ε΄","§43","Εἰς τὰς ἁγίας ἐντολὰς τοῦ Σωτῆρος καὶ περὶ τῶν πέντε τοῦ σώματος αἰσθήσεων","Ἐφύλαξαν ἐκεῖνοι τὸ κατ᾿ εἰκόνα καὶ καθ᾿ ὁμοίωσιν· ἤκουσαν γὰρ τῆς θείας ἐξηγουμένης γραφῆς· Καὶ εἶπεν ὁ Θεός· Ποιήσωμεν ἄνθρωπον κατ᾿ εἰκόνα ἡμετέραν καὶ καθ᾿ ὁμοίωσιν καὶ ἐξηρεύνησαν τί ἐστι τὸ κατ᾿ εἰκόνα καὶ καθ᾿ ὁμοίωσιν καὶ εὗρον ὅτι τὸ ἀρχικὸν καὶ λογικόν ἐστι τὸ κατ᾿ εἰκόνα, τὸ δὲ καθ᾿ ὁμοίωσιν τὸ ἀγαθοποιὸν καὶ αὐτεξούσιον· βασιλεύει γὰρ ὁ Θεὸς ὡς κτίστης καὶ δημιουργὸς πάσης κτίσεως ἀοράτου καὶ ὁρατῆς, τὸν δὲ ἄνθρωπον ἔθηκε βασιλεύειν τῶν ἐπὶ γῆς, καὶ τοῦτό ἐστι τὸ κατ᾿ εἰκόνα. Παντὸς ἀγαθοῦ αἴτιός ἐστιν ὁ Θεός, κακοῦ δὲ οὐδαμῶς· θέλει δὲ καὶ τὸν ἄνθρωπον ἀγαθοεργεῖν, ὡς ἐνῆν, καὶ πάσης κακίας ἀπέχεσθαι, καὶ τοῦτό ἐστι τὸ καθ᾿ ὁμοίωσιν.","Stefanis 1996","99","100","123","109","8fde568ca9e4b45539cfc85394e0c7669009fc523045d34c9e1dcb961cd32d7d","","False","False"
"124","Ε΄","§44","Εἰς τὰς ἁγίας ἐντολὰς τοῦ Σωτῆρος καὶ περὶ τῶν πέντε τοῦ σώματος αἰσθήσεων","Ὁ Θεὸς κάθηται ἐπὶ θρόνου ἁγίου αὐτοῦ ἀσωμάτως καὶ ἀρρήτως κυκλούμενος χοροστασίαις ἀγγελικαῖς· ἐκάθισαν καὶ αὐτοὶ ἐπὶ θρόνου ἁγιωσύνης ἀπηλλαγμένοι τῶν βιωτικῶν περιστάσεων, κυκλούμενοι ἀρεταῖς καὶ θείαις ἐννοίαις κατακοσμούμενοι. Ἐβασίλευσεν ὁ Θεὸς ἐπὶ τὰ ἔθνη· ἐβασίλευσαν καὶ αὐτοὶ ἐπὶ τὰ πάθη τὰ ἐθνικά. Ὁ Κύριος ἐβασίλευσεν, εὐπρέπειαν ἐνεδύσατο· καὶ αὐτοὶ τῶν παθῶν βασιλεύσαντες ἀπάθειαν ἐνεδύσαντο. Ἐνεδύσατο Κύριος δύναμιν καὶ περιεζώσατο· ἐνεδύσαντο καὶ αὐτοὶ πόθον θεῖον καὶ περιεζώσαντο δύναμιν.","Stefanis 1996","100","100","124","68","7eda709f8e5eb3504d0910ba17514ddbebb9424c5fc31c4b196c6badb55e81ef","","False","False"
"125","Ε΄","§45","Εἰς τὰς ἁγίας ἐντολὰς τοῦ Σωτῆρος καὶ περὶ τῶν πέντε τοῦ σώματος αἰσθήσεων","Ἐταπείνωσεν ἑαυτὸν μέχρι θανάτου ὁ Χριστός, θανάτου δὲ σταυροῦ· καὶ αὐτοὶ ἐταπείνωσαν ἑαυτοὺς ἀράμενοι τὸν σταυρὸν καὶ μέχρι θανάτου αὐτῷ ἀκολουθήσαντες. Ἁμαρτίαν οὐκ ἐποίησεν, οὐδὲ εὑρέθη δόλος ἐν τῷ στόματι αὐτοῦ· τοῦτο μόνου θεανθρώπου Χριστοῦ ἐστι τὸ κατόρθωμα· ἡμεῖς δὲ πάντες ἡμάρτομεν καὶ ὑστερούμεθα τῆς δόξης τοῦ Θεοῦ δικαιούμενοι δωρεὰν τῇ αὐτοῦ χάριτι.","Stefanis 1996","100","100","125","53","47885035defe4029c053cab20b6191effe66e1fd41b4ab4dd15b9f9a8764519f","","False","False"
"126","Ε΄","§46","Εἰς τὰς ἁγίας ἐντολὰς τοῦ Σωτῆρος καὶ περὶ τῶν πέντε τοῦ σώματος αἰσθήσεων","Ὅμως τὸ κατὰ δύναμιν ἔσπευδον τοῦ μὴ ἁμαρτάνειν ἐκεῖνοι καὶ δόλον μὴ εὑρεθῆναι ἐν τῷ στόματι αὐτῶν, δηλαδὴ μετὰ τὴν τοῦ κόσμου ἀποταγὴν καὶ τὴν εἰς Χριστὸν συνταγήν. Καὶ ὅτι τοῦτο ἀληθές, ὅρα μοι τὸν πανόσιον ἐκεῖνον Μωϋσῆν τὸν Αἰθίοπα καὶ τὴν πανόσιον Μαρίαν τὴν Αἰγυπτίαν καὶ τὴν ὁμόφρονα ταύτης πανόσιον Πελαγίαν, ὅσην καὶ οἵαν τὴν μετάνοιαν ἐπεδείξαντο καὶ οἵας καὶ ὅσης ἔτι ζῶντες χάριτος θείας ἀπήλαυσαν.","Stefanis 1996","100","100","126","67","6773c54d486abf24e3788f17e370cf04d51c33f7e6c71a27e9fe5fec996ed71d","","False","False"
"127","Ε΄","§47","Εἰς τὰς ἁγίας ἐντολὰς τοῦ Σωτῆρος καὶ περὶ τῶν πέντε τοῦ σώματος αἰσθήσεων","Ἐμάθομεν πῶς δικαίως ἐκείνους ὡς δοξάσαντας ὁ Θεὸς ἀντεδόξασεν; Ἐὰν δὲ μικρὸν ὄπιθεν καὶ αὖθις ἀναγνώσωμεν καὶ τὰ ἡμῶν κατορθώματα, εὑρήσομεν ὅτι ἀξίως καὶ δικαίως τῆς ἐκείνων ὑστερούμεθα χάριτος καὶ γνώσομεν ἀληθῶς ὅτι ὄντως οὐκ ἔστιν προσωποληψία παρὰ τῷ Θεῷ. Ἐὰν δὲ ἀναπτύξωμεν καὶ τό· Ὁ ἀγαπῶν με τοὺς λόγους μου τηρήσει, εὑρήσομεν ὅτι ἐκεῖνοι οὐ μόνον ἐτήρησαν, ἀλλὰ καὶ ὑπερέβησαν, ὡς ὅταν λέγῃ ὅτι· Ὁ ἐμβλέψας γυναικὶ πρὸς τὸ ἐπιθυμῆσαι, αὐτοὶ δὲ οὐ μόνον γυναικί, ἀλλ᾿ οὐδὲ εἰς πρόσωπον ἤθελον ἀτενίζειν ἀνδρός. Καὶ μάρτυς ὁ εἰπὼν ὅτι· «Οὐκ εἶδον πρόσωπον ἀνθρώπου ἐν πόλει Ἀλεξανδρείᾳ εἰμὴ τοῦ ἀρχιεπισκόπου». Ἄρα οὐχ ὑπερέβη τὴν ἐντολὴν ὁ πανόσιος οὗτος καὶ οἱ κατ᾿ αὐτόν; ἡμεῖς δὲ οὐ μόνον ὅτι τὰς ἐντολὰς οὐ τηροῦμεν, ἀλλὰ μᾶλλον καὶ παραβαίνομεν, οἷον ὅτι οὐ μόνον βλέπομεν πρὸς τὸ ἐπιθυμῆσαι, ἀλλὰ καὶ ἀναιδῶς ἁμαρτάνομεν.","Stefanis 1996","100","100","127","135","80efaa8ddc5ccd8d013541e01da9d6039667edef2232deeacfa0b0a104cdc33f","","False","False"
"128","Ε΄","§48","Εἰς τὰς ἁγίας ἐντολὰς τοῦ Σωτῆρος καὶ περὶ τῶν πέντε τοῦ σώματος αἰσθήσεων","Ὁρᾷς πῶς ἐκεῖνοι καὶ ἐφύλαξαν καὶ ὑπερέβησαν, ἡμεῖς δὲ καὶ ἐλύσαμεν καὶ παρέβημεν; Καὶ μάλα εἰκότως· ὅπου γὰρ φυλακὴ ἐντολῶν, ἐκεῖ πάντως ἕπεται καὶ ὑπερβολή, ὅπου δὲ λύσις ἐντολῶν, ἐκεῖ πάντως ἕπεται ἡ παράβασις. Διὸ ἐκεῖνοι μὲν ἐθεώθησαν, ὡς μονὴν τοῦ Χριστοῦ ποιησαμένου ἐν αὐτοῖς, ἡμεῖς δὲ ἀξίως καὶ δικαίως ἐλάχιστοι διαμένομεν.","Stefanis 1996","100","100","128","52","bb2645b64d687cccaf69db0b6ef735dd937d7bc6db465c1edfc0f0721ad8e784","","False","False"
"129","Ε΄","§49","Εἰς τὰς ἁγίας ἐντολὰς τοῦ Σωτῆρος καὶ περὶ τῶν πέντε τοῦ σώματος αἰσθήσεων","Ὃς ἐὰν οὖν λύσῃ μίαν τῶν ἐντολῶν τούτων τῶν ἐλαχίστων καὶ διδάξῃ οὕτως τοὺς ἀνθρώπους, ἐλάχιστος κληθήσεται ἐν τῇ βασιλείᾳ τῶν οὐρανῶν· ὃς δ᾿ ἂν ποιήσῃ καὶ διδάξῃ, οὗτος μέγας κληθήσεται ἐν τῇ βασιλείᾳ τῶν οὐρανῶν. Φοβερὰ ἡ ἀπειλή· εἰ διὰ μιᾶς ἐντολῆς λύσιν καὶ αὐτῆς ἐλαχίστου μέλλομεν ἐλάχιστοι εὑρεθῆναι, τί οὐκ ἂν πάθοιμεν λύοντες πάσας ὁμοῦ τὰς θείας ἐντολάς, ἐλαχίστους καὶ πρώτας; Εἰ δὲ καί τις πάσας φυλάξας διδάξει, ὥσπερ ὁ θεῖος Χρυσόστομος καὶ οἱ τούτου συμμέτοχοι, πόσης λοιπὸν ἀξιωθήσεται δόξης ἐν τῇ βασιλείᾳ τῶν οὐρανῶν;","Stefanis 1996","100","101","129","87","42f8d60d63f0e006f6efdb4d0c51db4352a804c2402b1bc113486158b2128c40","","False","False"
"130","Ε΄","§50","Εἰς τὰς ἁγίας ἐντολὰς τοῦ Σωτῆρος καὶ περὶ τῶν πέντε τοῦ σώματος αἰσθήσεων","Ἐὰν μὴ περισσεύσῃ, φησίν, ἡ δικαιοσύνη ὑμῶν πλεῖον τῶν γραμματέων καὶ Φαρισαίων, οὐ μὴ εἰσέλθητε εἰς τὴν βασιλείαν τῶν οὐρανῶν. Καὶ τίς ἄρα ἐστὶν ἡ δικαιοσύνη τῶν γραμματέων καὶ Φαρισαίων; Φασὶν ὅτι ἀποδεκατοῦντες τὸν βίον καὶ αὖθις ἐκ τῶν μεινάντων αὐτοῖς ὑπαρχόντων δίδουσι καὶ ἄλλην πέμπτην μερίδα καὶ πάλιν ἄλλην τρίτην μερίδα, ὥστε παρὰ μικρὸν διανέμουσι τὰ ἥμιση τῶν ὑπαρχόντων αὐτῶν.","Stefanis 1996","101","101","130","61","30a9252845419987fc499e5151556ed600f4470a0997c60426df2069f2e47a06","","False","False"
"131","Ε΄","§51","Εἰς τὰς ἁγίας ἐντολὰς τοῦ Σωτῆρος καὶ περὶ τῶν πέντε τοῦ σώματος αἰσθήσεων","Καὶ αὕτη ἐστὶν ἡ δικαιοσύνη τῶν γραμματέων καὶ Φαρισαίων· τί οὖν ποιήσουσιν οἱ μὴ μόνον μὴ ἀποδεκατοῦντες τὰ ὑπάρχοντα μηδὲ πέμπτην ἢ τρίτην μερίδα διανέμοντες, ἀλλὰ μᾶλλον ἀναιδῶς πλεονεκτοῦντες ἢ κλέπτοντες καὶ τὰ ἀλλότρια ἁρπάζοντες; Σκοπείτωσαν οἱ δρῶντες τὰ τοιαῦτα εἰ ἔστιν ὁδὸς εἰς βασιλείαν ἐλθεῖν. Ὁ γὰρ Χριστός· Οὐ μὴ εἰσέλθητε, φησίν, εἰς τὴν βασιλείαν, ἐὰν μὴ περισσεύσῃ ἡ δικαιοσύνη ὑμῶν, σὺ δὲ μᾶλλον περισσεύεις ἀδικίαν κλέπτων καὶ ἁρπάζων καὶ πλεονεκτῶν.","Stefanis 1996","101","101","131","72","8b25bf1b0407d94f69db9b7d94a0ca5607d9a01941dc873de2174eaf50e53cb7","","False","False"
"132","Ε΄","§52","Εἰς τὰς ἁγίας ἐντολὰς τοῦ Σωτῆρος καὶ περὶ τῶν πέντε τοῦ σώματος αἰσθήσεων","Καὶ ἴσως ἐκ τούτων διανέμοις μικροὺς ὀβολοὺς ἢ κοσμίζεις εἰκόναν ἢ ναὸν ἀνεγείρεις τοῦ ἁγίου τοῦ δεῖνος καὶ φαντάζεσαι ὡς μέγα τι κατορθώσας, καὶ τὴν ἁγίαν εἰκόναν, ἣν ἐκόσμησας ἐκ πλεονεξίας, ἐρρύπωσας μᾶλλον καὶ οὐκ ἐκόσμησας περιθεὶς αὐτῇ τὰ ἐκ πλεονεξίας ἁρπάγματα. Καὶ λέγει πρὸς σὲ ὃν δῆθεν ἐκόσμισας ἅγιον· Ἱνατί ὑπέλαβες ἀνομίαν, ὅτι ἔσομαί σοι ὅμοιος; προσαγωγαὶ γὰρ κλεπτῶν καὶ πλεονεκτῶν βδέλυγμα Κυρίῳ· καὶ γὰρ παρανόμως προσφέρουσιν αὐτάς· … τίμα δὲ τὸν Κύριον ἀπὸ σῶν δικαίων πόνων καὶ ἀπάρχου αὐτῷ ἀπὸ σῶν καρπῶν δικαιοσύνης· ἐγὼ γὰρ τῇ τῶν οὐρανῶν οἰκῶ βασιλείᾳ, οὐ χρείαν ἔχω τῶν σῶν, ἐκεῖνοι δὲ οὓς σὺ πλεονεκτήσας ἠδίκησας πιέζονται πτωχείᾳ πολλῇ καὶ χρείαν ἔχουσιν ἀναλωμάτων, δηλαδὴ βρωμάτων, πομάτων, ἐνδυμάτων καὶ σκεπασμάτων· καὶ δεῖ σε λοιπὸν ἐκείνους εὖ ποιεῖν ὡς ἀδικηθέντας ἐκ σοῦ.","Stefanis 1996","101","101","132","127","0f6ce0ace9ec7fcf0d391db52272d0131f5c8a1f5ba41bc4d5e95ceca0c761d5","","False","False"
"133","Ε΄","§53","Εἰς τὰς ἁγίας ἐντολὰς τοῦ Σωτῆρος καὶ περὶ τῶν πέντε τοῦ σώματος αἰσθήσεων","Ἤκουσας ὅτι· Ἐὰν μὴ περισσεύσῃ ἡ δικαιοσύνη ὑμῶν πλεῖον τῶν γραμματέων καὶ Φαρισαίων, οὐ μὴ εἰσέλθητε εἰς τὴν βασιλείαν τῶν οὐρανῶν; Εἰ δ᾿ ἴσως τῶν πενομένων τυγχάνεις, μὴ ἔχων τί διανεμεῖν, ἀπέχου τέως κλεψίας καὶ πλεονεξίας, μᾶλλον δέ, κἂν πάντων ἀνθρώπων πενέστερος ᾖς καὶ ποτήριον ψυχροῦ μεταδῷς, οὐ μὴ τὸν μισθὸν ἀπολέσῃς, ὡς λέγει Κύριος. Ἀλλὰ καὶ εἰς δύο ὀβολοὺς ἡ χήρα ἐκείνη τὴν βασιλείαν ἠγόρασε.","Stefanis 1996","101","101","133","66","cc909175369209aa45deb4655f4a77c3feab30e1d1ff812b87850aa4c2900362","","False","False"
"134","Ε΄","§54","Εἰς τὰς ἁγίας ἐντολὰς τοῦ Σωτῆρος καὶ περὶ τῶν πέντε τοῦ σώματος αἰσθήσεων","Πᾶς ὁ ὀργιζόμενος τῷ ἀδελφῷ αὐτοῦ εἰκῇ, ἔνοχος ἔσται τῇ κρίσει· ὁ εἰκῇ ὀργιζόμενος, ἤγουν ἀδίκως κατεπαιρόμενος καὶ μὴ λογιζόμενος ὅτι ἀδελφοὶ πάντες ἐσμὲν καὶ πατέρα ἔχομεν ἕνα, τὸν Θεὸν διὰ τῆς τοῦ θείου βαπτίσματος χάριτος, καὶ ὀργίζεται εἰκῇ ὡς πτωχῷ καὶ ἀγροίκῳ τῷ ἀδελφῷ, ἔνοχος ἔσται τῇ κρίσει. Ὁ λέγων τῷ ἀδελφῷ αὐτοῦ ῥακά, ἔνοχος ἔσται τῷ συνεδρίῳ· ὁ λέγων τῷ ἀδελφῷ αὐτοῦ ῥακά, ἤτοι σαλέ, ὡς ὑβριστὴν καὶ αὐθάδην προσφέρειν τῷ συνεδρίῳ κελεύει. Καὶ ὥσπερ βουλόμενος περικόψαι τὴν ἁμαρτίαν προπεριέκοψε τὴν περίεργον θεωρίαν εἰπὼν ὅτι· Ὁ ἐμβλέψας γυναικὶ πρὸς τὸ ἐπιθυμῆσαι, ἤδη ἐμοίχευσεν, οὕτω καὶ ἐνταῦθα, βουλόμενος διακωλῦσαι, μᾶλλον δὲ περικόψαι τοὺς ὑβριστὰς κελεύει αὐτοὺς ὡς ὑπευθύνους προσφέρειν τῷ συνεδρίῳ. Ὁ εἰπὼν τῷ ἀδελφῷ αὐτοῦ μωρέ, ἔνοχος ἔσται εἰς τὴν γέενναν τοῦ πυρός.","Stefanis 1996","101","102","134","125","a5d1635301d065be91b39d1ce02e7d69230dac6a4c5b1f953368a6001542307a","","False","False"
"135","Ε΄","§55","Εἰς τὰς ἁγίας ἐντολὰς τοῦ Σωτῆρος καὶ περὶ τῶν πέντε τοῦ σώματος αἰσθήσεων","Καθάπερ γὰρ ἰατρὸς ἄριστος μεθοδεύει τοὺς κάμνοντας καὶ μηδέν τι τῶν βλαβερῶν διατρέφεσθαι συγχωρεῖ, ἵνα μὴ ἀποθάνωσιν (οἶδε γὰρ ὅτι ἐξ ἀκρασίας βρωμάτων ἐπιτείνεται νόσος, ἐκ δὲ νόσου προσγίνεται θάνατος), οὕτω καὶ ὁ Χριστὸς ᾔδει ὅτι τὸ κακὸν κατὰ μικρὸν ἐπαύξεται καὶ ἐξ ὀργῆς ὕβρις προσγίνεται, ἐξ ὕβρεως δὲ τύπτειν ἐπιχειρεῖ, ἐκ δὲ τοῦ τύπτειν συμβαίνει καὶ φόνος, ὥσπερ ἐξ ὀφθαλμοῦ περιέργου ἐπιθυμία καὶ ἐξ ἐπιθυμίας συγκατάθεσις, ἐκ δὲ ταύτης τοῦ κακοῦ ἡ ἐκπλήρωσις· διὸ καὶ πρῶτον μὲν περιέκοψε μὴ ὀργίζεσθαι εἰκῇ τῷ ἀδελφῷ, εἶτα τὸ μὴ λέγειν αὐτῷ ῥακά καὶ μετρίους τέθηκε τὰς τιμωρίας.","Stefanis 1996","102","102","135","95","2e2e7f427a9bc3601cffd9c14c2bd5d0f5c2675d3dcb11115a6e2e33593a6b15","","False","False"
"136","Ε΄","§56","Εἰς τὰς ἁγίας ἐντολὰς τοῦ Σωτῆρος καὶ περὶ τῶν πέντε τοῦ σώματος αἰσθήσεων","Ταύτας, οἶμαι, <τὰς ἐντολὰς> καὶ ἐλαχίστους ἐκάλεσεν εἰπὼν ὅτι ὁ λύσας μίαν τῶν ἐντολῶν τούτων τῶν ἐλαχίστων ἐλάχιστος κληθήσεται καὶ πρὸ αὐτῶν τοῦτο ἠπείλησεν, ἵνα μή τις λέγειν τολμήσειε τί ἐστι τὸ ὀργίζεσθαι ἢ τὸ λέγειν ῥακά. Εἰς δὲ τὸ μωρέ πολλὴν τέθεικεν ἀπειλὴν καὶ ὄντως φρικτήν· Ἔνοχος ἔσται, φησίν, εἰς τὴν γέενναν τοῦ πυρὸς ὁ εἰπὼν τῷ ἀδελφῷ αὐτοῦ· Μωρέ.","Stefanis 1996","102","102","136","61","aeb377ecdaf61348b33ad46515e44f85515c2fa586b6722f753ad52c941d8f44","","False","False"
"137","Ε΄","§57","Εἰς τὰς ἁγίας ἐντολὰς τοῦ Σωτῆρος καὶ περὶ τῶν πέντε τοῦ σώματος αἰσθήσεων","Καὶ τί ἐστι τὸ μωρέ, ὅτι τοσαύτης τιμωρίας γίνεται ὑπεύθυνος, ὥστε εἰς γέενναν καταδικάζεσθαι; Μωρὸν τοῦτό ἐστι καὶ λέγεται, τὸ τελείως ἀνενέργητον, ὡς ὅταν λέγῃ· Ἐὰν τὸ ἅλας μωρανθῇ, ἐν τίνι ἁλισθήσεται; εἰς οὐδὲν ἰσχύει ἔτι, εἰ μὴ βληθῆναι ἔξω καὶ καταπατεῖσθαι ὑπὸ τῶν ἀνθρώπων. Ὁ δὲ ἄνθρωπος γεγονὼς κατ᾿ εἰκόνα Θεοῦ καὶ ὁμοίωσιν οὐκ ἔστι μωρὸς οὐδὲ λέγεται· διὸ καὶ ὁ λέγων αὐτὸν μωρὸν ἔνοχος ἔσται εἰς τὴν γέενναν τοῦ πυρός. Εἰ δ᾿ αὐτὸ μόνον ὑπευθύνους τῆς γεέννης ποιεῖ, τί λοιπὸν γένηται τοῖς ἀπηορίζουσι καὶ θηριωδῶς τύπτουσιν ἐν ἀπηνείᾳ πολλῇ;","Stefanis 1996","102","102","137","91","3ef5bb6b3fac0880dfe61aea02e04ca22a845a9e9590f0f745668cbb3092d755","","False","False"
